user_id,age,number_dependents_clean,last_month_salary_clean
29706,57,0,3196
29705,74,2,4000
29704,70,0,10000
29703,38,2,3474
29702,72,0,3833
29701,43,4,3750
29700,58,2,5400
29699,63,2,5000
29698,50,3,4200
29697,56,3,1100
29696,46,2,6516
29695,49,4,4489
29694,75,1,5400
29693,43,0,6592
29692,46,0,5400
29691,65,0,3428
29690,53,2,5400
29689,27,0,2108
29688,23,0,3400
29687,50,1,6541
29686,31,1,2700
29685,44,2,5615
29684,30,1,3736
29683,69,0,6000
29682,52,1,4501
29681,60,0,17500
29680,38,2,2910
29679,36,2,6437
29678,43,0,8500
29677,49,1,5073
29676,54,0,5400
29675,42,0,5989
29674,66,0,11260
29673,68,0,8350
29672,76,1,2653
29671,56,0,5960
29670,74,0,10800
29669,66,2,14400
29668,64,0,5400
29667,50,0,5400
29666,63,0,3950
29665,66,0,11613
29664,51,0,5400
29663,52,1,6166
29662,61,1,5833
29661,65,1,5400
29660,61,0,4500
29659,50,0,5400
29658,58,0,3800
29657,61,0,5699
29656,34,2,3500
29655,33,0,5500
29654,48,0,3500
29653,44,2,2500
29652,67,0,5400
29651,46,2,9000
29650,79,0,7068
29649,52,1,21301
29648,55,0,6000
29647,43,2,14700
29646,47,0,10500
29645,31,0,4980
29644,39,2,4550
29643,47,1,6000
29642,33,2,0
29641,52,0,4333
29640,59,0,4333
29639,60,0,7106
29638,37,2,3100
29637,31,1,5200
29636,62,0,4916
29635,68,0,5400
29634,64,0,7600
29633,61,1,4364
29632,55,0,5400
29631,63,3,5400
29630,71,0,2745
29629,58,1,7880
29628,65,0,3583
29627,23,0,0
29626,35,2,6700
29625,50,0,10097
29624,30,0,1976
29623,30,2,4159
29622,61,1,4533
29621,80,0,8150
29620,69,0,3000
29619,79,1,7400
29618,66,0,9430
29617,58,2,4578
29616,46,0,2500
29615,32,2,7119
29614,29,0,8583
29613,61,0,4290
29612,60,0,5400
29611,61,0,4500
29610,34,2,4500
29609,66,0,5400
29608,63,0,3000
29607,76,0,4500
29606,58,1,5534
29605,39,2,1
29604,61,0,4592
29603,67,0,4683
29602,23,0,820
29601,39,0,9747
29600,31,3,5750
29599,39,2,12189
29598,62,1,4000
29597,49,0,8566
29596,37,0,3086
29595,54,1,6433
29594,57,0,6150
29593,64,0,17666
29592,68,0,9113
29591,46,3,6769
29590,24,0,750
29589,27,0,7500
29588,37,2,12000
29587,67,1,10175
29586,64,0,3508
29585,46,3,5808
29584,28,3,4223
29582,34,0,4000
29581,64,0,11054
29580,28,0,2660
29579,43,4,17000
29578,49,1,3485
29577,27,0,3914
29576,52,0,1643
29575,60,0,5400
29574,63,1,9000
29573,65,0,7500
29572,45,1,8242
29571,68,0,5400
29570,61,1,14000
29569,44,1,11250
29568,71,0,12383
29567,35,2,4166
29566,67,0,1
29565,35,1,5400
29564,69,0,3000
29563,80,1,4100
29562,77,1,11000
29561,56,0,5400
29560,79,0,8000
29559,65,0,2300
29558,67,0,10000
29557,33,0,3112
29556,38,2,6000
29555,65,0,10166
29554,54,0,5400
29553,39,3,3000
29552,55,0,3000
29551,50,0,3614
29550,56,0,6938
29549,49,1,7181
29548,37,2,5666
29547,54,2,3025
29546,39,0,2400
29545,57,0,3020
29544,59,0,27600
29543,36,0,5183
29541,79,0,2200
29540,28,1,4900
29539,48,2,2200
29538,64,1,2200
29537,46,1,8333
29536,32,1,3005
29535,34,2,13130
29534,31,0,4000
29533,55,0,9495
29532,50,3,5400
29531,28,0,2300
29530,63,0,5400
29529,44,0,5166
29528,50,0,5400
29527,77,0,5000
29526,57,1,17700
29525,49,0,6850
29524,34,1,4420
29523,72,0,5400
29522,62,0,5400
29521,76,1,4500
29520,58,1,2705
29519,48,1,8830
29518,47,1,6015
29517,43,5,8653
29516,38,1,5400
29515,50,1,6350
29514,46,1,6000
29513,59,1,5400
29512,75,0,7455
29511,34,0,2700
29510,62,0,8000
29509,36,0,2000
29508,29,0,4583
29507,43,3,2200
29506,78,0,2800
29505,51,2,6000
29504,43,2,8035
29503,59,0,2566
29502,63,1,2000
29501,67,1,6200
29500,53,1,6900
29499,54,1,16626
29498,68,0,3000
29497,29,3,4200
29496,61,0,3575
29495,32,3,4100
29494,66,0,14500
29493,32,0,1785
29492,47,0,5400
29491,70,0,5400
29490,52,0,5000
29489,77,0,3000
29488,32,1,5034
29487,78,0,15000
29486,37,1,4770
29485,60,1,13155
29484,61,0,9466
29483,40,1,3500
29482,36,2,22000
29481,55,3,8999
29480,49,2,4583
29479,42,0,11100
29478,31,0,5400
29477,48,3,17091
29476,49,0,12600
29475,70,0,3700
29474,36,1,9500
29473,44,1,7291
29472,31,0,5400
29471,59,0,0
29470,37,2,9000
29469,47,0,2500
29468,33,3,8400
29467,48,0,5400
29466,54,0,11097
29465,50,0,2544
29464,46,3,10000
29463,51,2,4000
29462,63,0,4500
29461,67,0,8583
29460,31,0,2500
29459,66,0,4584
29458,56,0,2578
29457,49,1,75000
29456,74,0,6000
29455,59,0,6750
29454,57,0,5400
29453,71,0,5400
29452,55,1,6200
29451,65,0,5400
29449,69,0,6867
29448,41,0,7192
29447,71,0,3070
29445,30,2,5400
29444,34,0,5500
29443,50,1,6637
29442,77,0,6000
29441,28,0,2900
29440,40,2,8500
29439,62,2,5400
29438,39,1,9500
29437,64,0,1500
29436,43,5,5649
29434,58,2,13333
29433,65,0,4550
29432,57,4,5273
29431,62,1,8298
29430,60,2,5400
29429,55,1,5916
29428,47,0,2077
29427,24,0,14550
29426,66,1,5400
29425,29,0,10000
29424,66,0,6250
29423,67,0,600
29422,53,0,1709
29421,67,0,2800
29418,60,0,5416
29417,59,0,5465
29416,47,0,3000
29415,45,1,6264
29414,67,1,5900
29412,66,0,5400
29411,45,0,5300
29410,54,1,5366
29409,32,0,9000
29408,28,0,8000
29407,72,0,4583
29406,42,3,8107
29405,66,1,5400
29404,31,2,4091
29403,78,0,1280
29402,36,0,11266
29401,35,0,5400
29400,54,0,6000
29399,30,1,5400
29398,46,3,9435
29397,31,1,5883
29396,34,0,5400
29395,57,3,14100
29394,66,0,5833
29393,61,0,800
29392,75,0,2000
29391,32,0,1733
29390,25,0,2100
29389,72,0,2800
29387,34,0,3400
29386,39,0,6500
29385,55,1,10400
29384,49,3,7000
29383,45,1,3050
29382,56,0,5400
29381,70,1,10141
29380,71,0,6000
29379,52,0,6233
29378,55,1,10499
29377,47,3,5377
29376,52,3,2900
29375,41,2,6150
29374,73,0,5400
29373,67,0,5400
29371,78,0,7000
29370,63,1,4583
29369,53,0,5400
29368,50,1,5400
29367,52,2,3300
29366,24,0,620
29365,63,0,6666
29363,31,3,1
29362,57,0,9325
29361,41,3,8000
29360,48,1,3200
29359,34,1,4743
29358,52,1,4150
29357,51,3,21133
29356,48,1,5116
29355,44,1,16354
29354,30,0,4666
29353,40,3,7452
29352,43,1,5000
29351,74,0,10500
29350,51,0,10700
29349,69,1,6832
29348,53,1,7500
29347,26,0,1880
29346,55,0,3700
29345,54,1,5400
29344,34,0,7725
29343,73,0,22000
29342,65,0,5400
29341,71,0,5400
29340,48,0,11450
29339,29,1,5400
29338,59,0,0
29337,67,1,11166
29336,80,0,5400
29335,52,0,3500
29334,37,1,3000
29333,26,0,6123
29332,38,0,2666
29331,50,0,6250
29330,39,1,5500
29329,65,1,5400
29328,45,2,8200
29327,69,0,2291
29326,46,0,5240
29325,44,4,8900
29324,48,0,5400
29323,31,1,2846
29322,62,0,5400
29321,52,0,5000
29320,41,0,5400
29319,37,1,3517
29318,42,0,3968
29317,61,0,1
29316,43,0,5210
29315,64,0,5889
29314,52,1,2595
29313,47,2,4550
29312,40,0,3875
29311,33,0,5400
29310,54,0,7274
29309,27,2,6350
29308,76,0,2750
29307,25,0,4333
29306,41,2,30000
29305,63,0,8000
29303,35,2,9009
29302,50,0,9600
29301,42,1,2300
29300,62,1,5400
29299,35,2,5800
29297,50,3,1704
29296,60,0,8500
29295,31,0,6468
29294,37,1,2593
29293,48,3,7173
29292,33,3,5400
29291,32,0,2800
29290,31,0,0
29289,68,1,10971
29287,25,1,1295
29286,64,1,9000
29285,58,0,5400
29284,61,0,7800
29283,47,2,3000
29282,69,0,4100
29281,66,2,4583
29280,62,0,4600
29279,32,0,2000
29278,25,0,1250
29277,75,0,1730
29276,56,1,7000
29275,66,0,6759
29274,44,0,5182
29273,59,1,1830
29272,67,0,5689
29271,68,0,5400
29270,53,0,3656
29269,50,1,5400
29268,50,0,6250
29267,55,1,2180
29266,34,0,4375
29265,73,0,883
29264,61,0,3500
29263,74,0,5683
29262,53,0,5400
29261,44,0,200
29260,23,0,0
29259,50,0,8000
29258,51,0,5400
29257,80,0,3450
29256,48,0,18000
29255,66,1,9992
29254,46,0,21667
29253,55,4,5200
29252,59,1,16667
29251,49,4,16000
29250,43,4,13626
29249,44,0,5400
29248,23,0,1855
29247,24,0,2025
29246,47,3,7500
29245,33,4,8000
29244,80,0,2500
29243,61,0,5400
29242,54,0,5400
29241,39,0,8656
29240,65,1,5400
29239,53,0,10000
29238,62,1,4330
29237,66,0,6750
29236,57,0,5400
29235,60,0,5400
29234,52,2,3200
29233,31,0,4167
29232,46,0,16000
29231,41,1,10000
29230,31,0,2700
29229,62,1,20833
29228,76,0,7241
29227,60,0,11868
29226,68,0,5400
29225,60,3,10000
29224,70,0,5400
29223,50,0,5000
29222,60,0,5400
29221,42,2,1850
29220,67,0,10350
29219,65,0,3400
29218,62,0,1399
29217,67,0,10500
29216,26,1,3600
29215,49,0,4200
29214,43,1,1160
29213,51,0,2309
29212,71,0,2683
29211,53,0,5400
29210,46,2,22000
29209,40,0,4582
29208,43,0,10000
29207,51,0,10000
29206,40,2,7566
29205,31,5,3557
29204,57,0,2000
29203,63,0,8333
29202,28,2,2619
29201,74,0,8000
29200,67,0,5540
29199,28,3,6250
29198,59,2,5500
29197,50,0,6920
29196,35,2,5000
29195,46,1,4000
29194,60,1,13583
29193,62,0,2800
29192,46,1,10550
29191,48,2,7163
29190,46,3,3365
29189,47,2,5400
29188,69,0,700
29187,53,0,8465
29186,48,0,2526
29185,32,0,5000
29184,70,0,5483
29183,66,0,6578
29182,40,4,600
29181,51,0,9093
29180,66,0,1916
29179,77,2,5400
29178,26,0,2400
29177,64,0,21825
29176,49,2,3900
29175,30,1,4300
29174,51,1,11000
29173,42,2,11300
29172,41,0,22916
29171,46,1,5400
29170,74,0,416
29169,58,0,6175
29168,42,3,1
29167,59,0,5400
29166,51,0,0
29165,48,0,10500
29164,68,1,5200
29163,67,0,10000
29162,67,1,6900
29161,32,0,9200
29160,45,1,8934
29159,47,0,5400
29158,41,0,5400
29157,53,1,3329
29156,57,4,6600
29155,47,0,0
29154,62,0,5400
29153,32,0,2544
29152,71,1,2301
29151,55,0,7773
29150,53,1,5000
29149,70,0,5400
29148,74,0,5400
29147,51,6,15476
29146,43,2,8500
29145,36,0,7500
29144,31,0,6184
29143,44,2,15200
29142,60,1,6300
29141,53,1,11300
29140,54,0,7500
29139,77,2,10000
29138,45,0,5000
29137,71,0,4583
29136,50,0,11166
29135,37,3,6420
29134,58,0,4625
29133,43,2,9998
29132,70,0,5400
29129,63,0,12714
29128,61,0,8361
29127,69,0,5400
29126,41,2,8065
29125,56,2,3000
29124,39,5,11320
29123,71,0,5400
29122,50,2,4320
29121,76,1,5400
29120,67,0,5400
29119,38,0,14400
29118,43,0,5198
29117,27,0,5250
29115,62,0,10000
29114,43,1,3502
29113,53,0,2900
29112,56,0,5400
29111,34,4,2800
29109,31,0,5000
29108,33,0,1534
29107,42,2,5400
29106,52,0,6253
29105,28,0,5400
29104,64,0,5400
29103,32,0,3200
29102,68,0,5400
29101,38,1,12311
29100,47,0,5552
29098,53,0,2083
29097,74,0,9942
29096,40,3,9640
29095,30,0,0
29094,73,0,1500
29093,45,2,6975
29092,60,0,5000
29091,66,0,2733
29090,32,0,3250
29089,45,4,12058
29088,74,0,4000
29087,56,0,4232
29086,26,0,1114
29085,53,0,2000
29084,67,0,4300
29083,70,0,2203
29082,42,4,2116
29081,25,0,2600
29080,40,0,8420
29079,74,0,2343
29078,63,0,6250
29077,32,0,5400
29076,43,0,4433
29075,54,1,10250
29074,34,0,2600
29073,31,0,10000
29072,59,0,14309
29071,40,0,5833
29070,35,0,1655
29069,57,1,5400
29068,38,2,13340
29067,61,0,6800
29066,38,4,5400
29065,72,0,12000
29064,41,0,5250
29063,63,0,5400
29062,49,0,7872
29061,52,6,14500
29060,42,2,5500
29059,33,0,2900
29058,35,0,3808
29057,80,1,5400
29056,54,0,4500
29055,72,0,5400
29054,34,2,7000
29053,39,1,2394
29052,63,0,18916
29051,52,0,5400
29050,35,1,3100
29049,44,2,4333
29048,63,1,5800
29047,42,1,4500
29046,36,3,776
29045,63,0,5400
29043,46,2,1670
29042,63,0,3633
29040,48,0,5250
29039,28,0,4379
29038,60,0,14980
29037,28,2,2800
29036,28,0,2250
29035,26,1,3500
29034,38,0,5400
29033,57,0,5400
29032,47,0,8979
29031,31,0,1500
29030,49,1,13660
29029,75,1,4765
29028,63,0,5400
29027,79,3,5400
29026,58,1,17300
29025,46,2,4000
29024,41,0,0
29023,25,1,800
29022,34,2,30000
29021,41,2,3800
29020,53,0,2626
29019,55,4,16500
29018,67,0,9666
29017,42,1,8614
29016,63,0,7100
29015,48,1,8428
29014,30,1,1350
29013,50,1,6625
29012,52,0,2500
29011,46,0,2628
29010,62,0,6500
29009,65,0,500
29008,60,0,3303
29007,45,0,5400
29006,53,3,8333
29005,50,1,9166
29004,34,1,6300
29003,39,3,5380
29002,77,0,4000
29001,46,2,7673
29000,45,0,6400
28999,47,2,7266
28998,74,1,2200
28997,54,0,16750
28996,58,0,10000
28995,46,0,6290
28994,57,0,5400
28993,46,2,5291
28992,51,2,8735
28991,55,0,12050
28990,31,0,5400
28989,52,2,12000
28988,65,0,4297
28987,64,0,18866
28986,41,2,0
28985,53,0,2500
28984,61,1,6609
28983,64,0,2500
28982,56,0,5400
28981,43,5,5700
28980,63,1,7139
28979,70,0,1641
28978,52,0,5400
28977,75,0,6550
28976,60,1,9180
28975,53,0,10417
28974,47,2,2624
28973,60,2,6667
28972,80,0,3000
28971,48,3,3344
28970,49,2,8650
28969,40,3,5400
28968,35,0,43250
28967,50,5,8700
28966,59,0,5100
28965,53,0,5400
28964,66,1,8000
28963,77,0,9545
28962,40,8,3750
28960,25,0,2200
28959,53,0,10075
28957,49,2,1860
28956,36,0,5000
28955,32,0,4500
28954,48,3,4200
28953,58,2,5400
28952,66,0,4346
28951,58,0,8354
28950,61,1,17250
28949,43,2,2400
28948,80,0,5400
28947,58,0,5400
28946,46,0,6800
28945,39,3,4500
28944,59,0,9800
28942,51,0,5400
28941,41,0,4048
28940,34,0,9000
28939,38,1,11666
28938,33,0,7500
28937,49,0,5400
28936,69,0,5029
28935,50,0,10000
28934,54,0,5314
28933,35,1,2911
28932,33,1,2603
28931,46,2,8906
28930,30,2,5400
28929,58,0,3186
28928,76,0,1666
28927,26,0,6240
28926,48,3,12191
28925,47,1,4000
28924,40,1,4500
28923,28,3,7685
28922,29,0,5400
28921,63,0,12000
28920,56,0,3833
28919,50,2,6000
28918,34,1,4300
28917,51,0,5400
28916,40,2,9166
28915,44,0,5350
28914,65,0,5400
28913,79,1,5400
28912,40,0,6500
28911,46,2,8616
28910,74,0,5470
28909,66,0,7300
28908,59,0,9150
28907,69,0,5400
28905,41,0,10833
28904,78,0,3100
28903,44,0,5400
28902,63,1,11222
28901,46,2,7244
28900,66,0,5009
28899,46,1,5400
28898,67,0,6116
28897,42,1,8000
28896,34,0,2080
28895,47,2,3645
28894,41,3,3750
28893,79,0,5400
28892,34,0,5400
28891,79,0,6269
28890,28,4,3390
28889,44,4,4500
28888,68,1,7400
28887,58,0,9916
28886,49,2,14584
28884,38,0,5400
28883,46,0,3100
28882,63,1,7200
28881,63,2,7916
28880,51,2,5416
28879,68,1,5400
28878,41,0,600
28877,40,1,5400
28876,67,2,39584
28875,79,1,5400
28874,57,1,5052
28873,47,2,200
28872,55,2,18500
28871,64,0,1100
28870,57,0,5400
28869,61,0,5400
28867,62,0,5400
28866,58,1,9166
28865,40,3,8500
28864,68,0,400
28863,49,0,2161
28862,42,3,5317
28861,42,1,5400
28860,53,0,3700
28859,45,1,5400
28858,50,0,5400
28857,67,0,2433
28856,32,0,2750
28855,57,0,6500
28854,50,2,11866
28853,37,0,3800
28852,54,1,8614
28851,37,0,1817
28850,49,3,12300
28849,61,0,20000
28848,51,3,5000
28847,30,0,5400
28846,32,0,1700
28845,58,1,8544
28844,49,1,7400
28843,37,0,5400
28842,75,1,4725
28841,51,3,5526
28840,50,0,3984
28839,48,0,6658
28838,41,0,5400
28837,53,0,1500
28836,48,0,5672
28835,44,0,2325
28834,30,0,5400
28832,54,0,10500
28831,54,0,4050
28830,47,0,5669
28829,35,1,5400
28828,40,0,5400
28827,57,1,5400
28826,37,2,3226
28825,68,0,3235
28824,47,0,8333
28823,58,1,8125
28822,64,0,5400
28821,61,1,5400
28820,64,0,5400
28819,57,0,0
28818,56,0,6500
28817,53,0,8683
28816,30,0,2500
28815,67,0,5400
28814,50,2,7133
28813,52,0,4690
28812,37,3,2500
28811,36,2,6188
28810,57,1,3510
28809,46,1,7500
28808,36,0,5406
28807,57,2,2253
28806,29,3,3200
28804,42,3,5500
28803,49,1,5400
28802,69,0,5400
28801,31,1,5400
28800,44,0,5400
28799,33,0,3000
28798,62,0,6159
28797,44,3,13333
28796,64,0,10309
28795,75,0,5400
28794,72,0,3713
28793,75,0,6250
28792,61,1,8112
28791,42,0,5400
28790,43,5,12500
28789,65,1,10000
28788,71,0,8333
28787,60,0,5400
28786,68,1,5400
28785,38,0,2276
28784,72,0,5361
28783,75,0,5400
28782,80,0,4100
28781,41,0,3000
28780,57,1,9507
28779,44,2,5400
28778,74,0,2500
28777,40,0,7000
28776,54,0,5400
28775,59,0,5400
28774,40,2,5216
28773,35,0,3333
28772,64,0,5400
28771,37,2,8858
28770,47,2,11500
28769,47,0,5583
28768,59,1,8608
28767,44,2,6425
28766,58,1,4941
28765,24,0,3240
28764,44,2,3200
28763,78,1,6600
28762,58,2,7500
28761,59,1,7666
28760,62,3,9233
28759,59,0,5400
28758,69,0,4304
28757,63,1,9500
28756,57,1,4000
28755,73,0,1180
28754,56,1,5000
28753,51,2,7136
28752,52,0,2700
28751,60,0,5970
28750,24,0,7083
28749,47,2,9500
28748,79,0,5400
28747,28,0,2050
28745,56,0,7811
28744,51,4,12707
28743,62,1,3570
28742,55,1,13000
28741,38,0,2200
28740,29,0,2000
28739,53,0,11833
28738,40,1,70270
28737,64,0,6087
28736,30,0,4151
28735,54,1,12100
28734,43,0,5400
28733,63,0,8600
28732,64,0,5400
28731,39,0,4714
28730,40,1,4153
28729,75,0,3335
28728,42,2,25000
28727,59,1,6905
28726,28,2,3484
28725,56,0,1200
28724,63,0,2400
28723,67,0,10142
28722,72,0,16000
28721,70,0,5400
28720,29,0,5400
28719,42,2,5800
28718,48,3,3916
28717,64,0,5400
28716,50,0,2500
28715,69,0,5400
28714,43,0,25000
28713,29,0,2400
28712,42,0,5400
28711,34,3,6416
28710,56,1,5000
28709,60,0,5400
28708,53,0,8535
28707,57,0,4333
28706,64,3,12000
28705,62,1,10093
28704,68,1,12328
28703,31,1,4498
28702,51,4,4200
28701,52,1,5400
28700,53,1,5400
28699,47,0,4417
28698,33,2,8042
28697,67,0,8673
28696,48,0,10083
28695,46,3,5790
28694,40,0,5400
28693,44,0,6500
28692,55,1,5400
28691,38,1,3542
28690,47,2,4853
28689,52,1,8653
28688,76,0,5400
28687,47,2,5550
28686,45,2,6666
28685,33,0,9449
28684,47,1,10000
28683,35,1,5457
28682,59,0,5400
28681,48,3,6500
28680,65,1,2500
28679,52,0,2500
28678,34,0,5400
28677,75,0,1250
28676,60,0,7499
28675,57,0,6916
28674,64,0,5400
28673,49,3,9700
28672,26,0,3995
28671,56,0,4866
28670,49,0,5400
28669,56,1,1050
28668,47,0,3300
28667,34,0,5416
28666,40,0,2900
28665,49,4,10112
28664,50,0,16600
28663,25,0,1692
28662,41,0,7000
28661,58,2,11170
28660,37,0,5400
28659,56,0,5000
28658,43,3,5420
28657,42,0,4208
28656,42,0,12766
28655,62,0,8416
28654,54,2,14864
28653,48,0,6000
28652,52,2,4500
28651,62,0,6294
28650,54,1,9300
28649,66,0,3708
28648,71,0,5400
28647,36,2,3750
28646,32,1,2400
28645,61,0,3800
28644,40,0,8750
28643,70,0,5400
28642,47,0,5400
28641,36,1,4250
28640,64,0,5130
28639,52,0,2750
28638,42,2,5189
28637,57,2,0
28636,76,0,8333
28635,64,0,6369
28634,54,0,5400
28633,45,2,3000
28632,52,2,8269
28631,57,0,6477
28630,39,1,4300
28629,55,2,14200
28628,48,2,20000
28627,59,0,11900
28626,49,5,1
28625,61,0,5400
28624,28,0,6250
28623,63,2,6687
28622,58,1,17700
28621,62,0,6000
28620,50,4,13583
28619,62,0,5400
28618,68,0,4391
28617,55,3,10833
28616,48,0,3596
28615,50,3,6500
28614,65,0,4993
28613,64,2,6000
28612,52,0,5477
28611,73,0,4346
28610,44,3,6344
28609,41,0,6658
28608,42,1,4200
28607,50,1,12500
28606,36,0,5400
28605,66,0,3000
28604,53,0,8200
28603,29,0,5225
28602,35,0,10417
28601,69,1,7900
28600,78,0,7000
28599,63,1,11300
28598,50,2,5226
28597,80,0,1176
28596,75,0,4048
28595,61,0,5000
28594,40,1,24200
28593,44,1,4902
28592,48,2,500
28591,66,0,5400
28590,43,0,5400
28589,48,0,6800
28588,49,0,5400
28587,77,1,5400
28586,48,1,13000
28585,64,0,14999
28584,30,0,2133
28583,26,1,2080
28582,31,0,3000
28581,67,1,5166
28580,57,0,10430
28579,62,0,6163
28578,64,0,3248
28577,50,1,3333
28576,46,2,15000
28575,58,0,14900
28574,77,1,4399
28573,32,0,1500
28572,55,0,12006
28571,52,0,5400
28570,49,0,4634
28569,78,0,5400
28568,56,1,1000
28567,48,0,9400
28566,44,2,4000
28565,37,3,6430
28564,58,1,3217
28563,54,0,6000
28562,72,1,5400
28561,49,2,6500
28560,29,0,5400
28559,33,3,4000
28558,39,0,2950
28557,57,0,6414
28556,36,2,3600
28555,74,0,3000
28554,66,2,3564
28552,58,0,101167
28551,47,0,6200
28550,67,0,23017
28549,38,0,500
28548,70,0,5400
28547,38,2,15933
28546,51,3,6882
28545,70,1,6283
28544,48,0,5400
28543,62,2,5400
28542,36,0,3500
28541,42,0,3280
28540,47,0,10000
28539,63,0,6400
28538,44,3,11972
28537,53,2,5400
28536,63,0,1800
28535,45,2,6500
28534,71,1,7388
28533,28,0,5000
28532,31,0,9166
28531,41,3,5400
28530,37,0,4150
28529,41,2,1600
28528,64,1,2471
28527,37,2,8866
28526,61,1,5943
28525,56,1,5400
28524,29,3,170
28523,63,0,10416
28522,66,0,6500
28521,52,2,7798
28520,39,1,4800
28519,57,0,2800
28518,57,4,11200
28517,45,0,5400
28516,60,0,3930
28515,60,0,5400
28514,65,0,17333
28513,58,0,5800
28512,44,3,10000
28511,32,0,5348
28510,49,0,2500
28509,30,0,5400
28508,58,0,2542
28507,72,1,5400
28506,32,0,8331
28505,53,1,7866
28504,27,0,5400
28503,53,0,5400
28502,48,0,5256
28501,56,0,9582
28500,59,1,23802
28499,51,0,4200
28498,38,0,3740
28497,61,0,5400
28496,68,0,5000
28495,28,0,3680
28494,51,0,5245
28493,46,0,3533
28492,54,0,5400
28491,50,0,5400
28490,34,1,2799
28489,60,0,2333
28488,44,0,5400
28487,66,1,11700
28486,69,1,5400
28485,38,1,5400
28484,54,3,11300
28483,61,0,5400
28482,53,0,8420
28481,68,0,2991
28480,27,1,2200
28478,47,0,2320
28477,37,0,5582
28476,34,2,3660
28475,49,0,3345
28474,53,1,2813
28473,52,4,11500
28472,31,0,3500
28471,40,0,7270
28470,50,0,5400
28469,55,0,5400
28468,54,0,28333
28467,37,2,5800
28466,62,1,2694
28465,49,2,2816
28464,71,0,6500
28463,30,1,5000
28462,34,1,3084
28460,50,0,5400
28459,68,0,4585
28458,57,0,4275
28457,53,0,4900
28456,40,3,6809
28455,50,4,9500
28454,49,2,5000
28453,48,2,5400
28452,60,0,5024
28451,50,3,13200
28450,58,2,16050
28449,64,0,3928
28448,57,0,14500
28447,64,0,5400
28446,44,0,3603
28445,57,2,5000
28444,67,0,5400
28443,38,0,4250
28442,48,4,5183
28441,34,3,7200
28440,70,2,5400
28439,45,3,11000
28438,28,0,2830
28437,47,0,3000
28436,66,0,5400
28435,48,2,9700
28434,57,0,6059
28433,75,0,10500
28432,64,0,4400
28431,56,1,5400
28430,30,2,9000
28429,31,0,6500
28428,65,0,4815
28427,41,2,1
28426,45,2,5000
28425,76,0,2501
28424,50,2,3580
28423,41,0,5400
28422,44,0,7279
28421,79,0,8000
28420,61,3,6448
28419,56,0,12500
28418,79,0,3796
28417,53,0,5400
28416,37,1,7891
28415,46,2,8846
28414,55,0,5400
28413,31,0,7100
28412,42,3,6800
28411,33,5,4258
28410,49,2,4333
28409,27,0,5400
28408,57,0,4400
28407,35,0,1800
28406,55,0,5166
28405,39,1,3000
28404,42,0,6368
28403,36,0,2551
28402,45,3,8800
28401,36,3,5454
28400,40,0,6073
28399,28,0,2240
28398,49,0,5400
28397,72,0,5000
28396,53,0,2400
28395,38,0,3000
28394,73,1,5400
28393,67,1,6366
28392,48,3,666
28391,54,0,3500
28390,39,3,4200
28389,33,0,6666
28388,45,2,5592
28387,46,2,6275
28386,55,0,5400
28385,35,1,4019
28384,59,0,6308
28383,59,0,5400
28382,52,0,7300
28381,75,0,5400
28380,64,1,3360
28379,57,0,5400
28378,46,0,9400
28377,69,0,5400
28376,53,0,5400
28375,64,0,2750
28374,34,0,2614
28373,30,2,6332
28372,51,0,5400
28371,64,0,5400
28370,39,4,10100
28369,33,1,3333
28368,63,0,8298
28367,42,2,5100
28366,61,0,5400
28365,47,1,2000
28364,37,0,2500
28363,66,0,7750
28362,25,0,1500
28361,62,1,9690
28360,44,0,5500
28359,67,0,17623
28358,50,0,1500
28357,51,2,11573
28356,47,3,18900
28355,37,0,4100
28354,28,0,1250
28353,28,0,0
28352,44,0,9000
28351,55,1,5600
28350,72,0,2645
28349,27,0,5833
28348,65,1,4960
28347,62,0,11858
28346,41,0,7250
28345,30,1,5000
28344,72,0,5400
28343,45,2,5400
28342,40,2,7833
28340,61,0,4471
28339,40,2,2657
28338,55,0,5400
28337,36,0,4000
28336,49,1,7708
28335,58,0,5400
28334,45,1,8016
28333,60,1,4000
28332,54,0,9396
28331,54,2,4963
28330,46,0,5400
28329,57,0,11000
28327,62,0,0
28326,57,3,1
28325,58,0,2000
28324,51,1,9947
28323,63,0,5400
28322,57,0,3600
28321,71,0,5314
28320,57,0,4700
28319,61,0,8000
28318,63,0,0
28317,40,2,6400
28316,52,0,3000
28315,56,3,5295
28314,35,0,5400
28313,44,2,5700
28312,39,2,2000
28311,70,0,5400
28310,58,0,3300
28309,64,0,4583
28308,39,0,2200
28307,34,0,6132
28305,65,1,14366
28304,54,2,6127
28303,41,2,8800
28302,39,0,5200
28301,58,0,15749
28300,67,1,5500
28299,66,0,5400
28298,65,0,6000
28297,62,2,9000
28296,69,0,3500
28295,26,0,0
28294,56,2,10000
28293,23,0,1800
28292,60,0,4750
28291,72,0,1177
28290,59,1,2081
28289,52,0,12000
28288,68,0,2800
28287,39,1,10100
28286,57,0,1700
28285,51,2,8000
28284,41,2,10083
28283,63,1,4800
28282,34,2,0
28281,48,1,6412
28280,37,1,4500
28279,28,0,6250
28278,78,0,6000
28277,42,3,0
28276,62,0,3846
28275,45,2,18500
28274,63,0,3100
28273,74,1,7100
28272,36,0,12381
28271,68,0,2619
28269,62,0,5400
28268,55,0,7853
