user_id,age,last_month_salary_clean,number_dependents_clean,default_flag,more_90_days_overdue,using_lines_not_secured_personal_assets,number_times_delayed_payment_loan_30_59_days,debt_ratio,number_times_delayed_payment_loan_60_89_days,total_loan,real_state,other,age_range
3549,24,2745,0,0,0,1,0,"0,021485798",0,2,0,2,18-35
10425,24,820,0,0,0,"0,444158812",0,"0,056029233",0,2,0,2,18-35
24427,24,1900,0,0,0,"0,532467532",0,"0,094160968",0,2,0,2,18-35
10867,24,416,0,0,0,"0,006397441",0,0,0,2,0,2,18-35
24591,24,650,0,0,0,"0,598401598",0,"0,316436252",0,2,0,2,18-35
22871,24,0,0,0,0,"0,266955507",0,48,0,2,0,2,18-35
6267,24,2557,0,0,0,"0,912043978",0,"0,021110242",0,2,0,2,18-35
3701,24,820,0,0,0,0,0,0,0,2,0,2,18-35
5067,24,0,0,0,0,"0,495752124",0,29,0,2,0,2,18-35
8604,24,5400,0,0,0,"1,046908316",1,137,0,2,0,2,18-35
14884,24,3000,0,0,0,"0,103930713",0,"0,055314895",0,2,0,2,18-35
9973,24,898,0,0,0,"0,120268533",0,"0,027808676",0,2,0,2,18-35
3732,24,1360,0,0,0,"0,147704591",0,"0,085231447",0,2,0,2,18-35
26553,24,3314,1,0,0,"0,912087912",0,"0,225339367",0,2,0,2,18-35
23760,24,5400,0,0,0,"0,04854831",0,3,0,2,0,2,18-35
11574,24,1703,0,0,0,"0,091181764",0,"0,166666667",0,2,0,2,18-35
801,24,2800,0,0,0,"0,165933627",0,"0,004284184",0,2,0,2,18-35
7699,24,1687,0,0,0,"0,9999999",0,"0,030805687",0,3,0,3,18-35
3391,24,820,0,0,0,"0,031312458",0,"0,001218027",0,3,0,3,18-35
24236,24,1450,0,0,0,"0,764471058",0,"0,392143349",0,3,0,3,18-35
28241,24,1600,1,0,0,"0,974634896",0,"0,324172392",0,3,0,3,18-35
8255,24,2032,0,0,0,"0,9500998",0,"0,148057059",0,3,0,3,18-35
29366,24,620,0,1,1,"1,245901639",1,"0,935587762",1,3,0,3,18-35
34133,24,2248,0,0,0,"0,007705544",0,"0,003557137",0,3,0,3,18-35
28750,24,7083,0,0,0,"0,104315947",0,"0,042066629",0,3,0,3,18-35
14894,24,5000,0,0,0,"0,20189905",1,"0,00239952",0,3,0,3,18-35
2342,24,820,0,0,0,"0,269346131",0,"0,682095006",0,3,0,3,18-35
24818,24,5400,1,0,0,0,0,520,0,3,0,3,18-35
30901,24,2042,0,0,0,"0,109071078",0,"0,008810573",0,3,0,3,18-35
24349,24,2557,0,0,0,"0,033101165",0,"0,005473026",0,3,0,3,18-35
12102,24,898,0,0,0,"0,493502166",0,"0,04894327",0,3,0,3,18-35
10566,24,3270,0,0,0,"0,026814119",0,"0,001528585",0,3,0,3,18-35
35186,24,2171,1,0,0,"0,353639488",0,"0,250460405",0,3,0,3,18-35
20139,24,3800,0,0,0,0,0,"0,136806104",0,3,0,3,18-35
4503,24,1620,0,0,0,"0,561199001",0,"0,095619988",0,3,0,3,18-35
33833,24,400,0,0,0,"0,9999999",0,"0,002493766",0,3,0,3,18-35
13252,24,1700,0,0,0,"0,293413174",0,"0,027630805",0,3,0,3,18-35
17123,24,3166,0,0,0,"0,989717224",0,"0,086517209",0,3,0,3,18-35
22435,24,5400,1,0,0,"0,135981869",0,550,0,3,0,3,18-35
3873,24,1450,0,0,0,"1,00999001",0,"0,036526533",0,3,0,3,18-35
24131,24,3450,0,0,0,"0,433805162",0,"0,07244277",1,3,0,3,18-35
9213,24,5400,0,0,0,"0,107192854",0,344,0,3,0,3,18-35
1242,24,5400,0,0,0,"0,9999999",0,281,0,3,0,3,18-35
23921,24,1700,0,0,0,"0,008473858",0,"0,001175779",0,3,0,3,18-35
8716,24,3800,0,0,0,"0,975349767",0,"0,02157327",0,3,0,3,18-35
7889,24,864,0,0,0,0,1,"0,601156069",0,3,0,3,18-35
24163,24,1600,2,0,0,"0,9999999",0,"0,570268582",0,3,0,3,18-35
22927,24,0,0,0,0,"0,427145709",0,7,0,3,0,3,18-35
3329,24,4000,0,0,0,"0,458688621",0,"0,087728068",0,3,0,3,18-35
25859,24,4000,2,0,0,"0,965344885",1,"0,021494626",0,3,0,3,18-35
762,24,3600,2,0,0,"0,644710579",1,"0,090808109",0,3,0,3,18-35
33240,24,1500,0,0,0,"0,999815668",0,"0,35976016",0,3,0,3,18-35
20810,24,2200,0,0,0,"0,094392004",0,"0,06406179",0,3,0,3,18-35
23933,24,2557,0,0,0,"0,4985005",0,"0,06606724",0,4,0,4,18-35
9169,24,1000,2,0,0,"1,011952191",1,"0,068931069",0,4,0,4,18-35
16253,24,864,0,0,0,"0,311672082",0,"0,643930636",0,4,0,4,18-35
35919,24,1418,0,0,0,"0,972672739",0,"0,279069767",0,4,0,4,18-35
18783,24,3750,0,0,0,"0,014724596",0,"0,13916289",0,4,0,4,18-35
33997,24,820,0,0,0,"0,322973267",1,"0,053593179",0,4,0,4,18-35
1092,24,820,0,0,0,"0,059788042",0,"0,009744214",0,4,0,4,18-35
14707,24,4802,0,0,0,"1,06197521",0,"0,129502394",0,4,0,4,18-35
5351,24,1500,0,0,0,0,0,"0,171219187",0,4,0,4,18-35
1939,24,820,0,0,0,"0,059097978",0,"0,641900122",0,4,0,4,18-35
1479,24,4333,0,0,0,"0,9999999",0,"0,05376096",0,4,0,4,18-35
7310,24,1480,0,0,0,"1,004679855",0,"0,352464551",0,4,0,4,18-35
12137,24,850,0,0,0,"0,976265024",0,"0,891891892",0,4,0,4,18-35
10913,24,6833,1,0,0,"0,968551173",0,"0,056628622",0,4,0,4,18-35
5447,24,1560,0,0,0,"0,3399477",0,"0,042280589",0,4,0,4,18-35
6926,24,3700,0,0,0,"0,595906711",0,"0,043501756",1,4,0,4,18-35
3407,24,820,0,0,0,"0,004266098",0,0,0,4,0,4,18-35
7688,24,820,0,0,0,"0,207053263",0,"0,673568819",0,4,0,4,18-35
18420,24,2076,0,0,0,"0,98401279",0,"0,078478575",0,4,0,4,18-35
15099,24,1000,0,0,1,"0,923931149",0,"0,54045954",0,5,0,5,18-35
2551,24,820,0,0,0,"0,248730964",0,"0,69183922",0,5,0,5,18-35
13402,24,867,0,0,0,"0,087896137",0,"0,035714286",0,5,0,5,18-35
9421,24,800,0,0,0,"0,038689332",0,"0,018726592",0,5,0,5,18-35
27368,24,3000,0,0,0,0,0,"0,173275575",0,5,0,5,18-35
18719,24,1337,0,0,0,"0,000344788",0,"0,12406577",0,5,0,5,18-35
21152,24,820,0,0,0,"0,013498313",0,"0,635809988",0,5,0,5,18-35
17713,24,2666,0,0,0,"0,907546227",1,"0,085114361",0,5,0,5,18-35
12971,24,1600,1,0,0,"0,059306255",0,"0,203622736",0,5,0,5,18-35
4245,24,800,0,0,0,"0,968021319",0,"0,082397004",0,5,0,5,18-35
30347,24,5300,0,0,0,"0,145170966",0,"0,102056216",1,5,0,5,18-35
18045,24,2416,1,0,0,"0,300399772",0,"0,118328506",0,5,0,5,18-35
874,24,5400,1,0,0,0,0,45,0,5,0,5,18-35
29427,24,14550,0,0,0,"0,196007968",0,"0,010583465",0,5,0,5,18-35
23424,24,1821,0,0,0,"0,558583106",2,"0,375960483",2,5,0,5,18-35
26546,24,1500,0,0,0,"0,722811269",0,"0,488341106",1,5,0,5,18-35
30215,24,820,0,0,0,"0,055222273",0,"0,645554202",0,5,0,5,18-35
25813,24,2000,0,0,0,"0,097084415",0,"0,03898051",0,5,0,5,18-35
13668,24,2037,0,0,0,"0,512498311",0,"0,219332679",0,6,0,6,18-35
35522,24,2100,0,0,0,0,0,"0,24750119",0,6,0,6,18-35
2604,24,4400,1,0,0,"0,295062102",0,"0,09406953",0,6,0,6,18-35
273,24,2000,0,0,0,"0,788686723",0,"0,331334333",0,6,0,6,18-35
18698,24,2708,0,0,0,0,0,0,0,6,0,6,18-35
25584,24,1640,0,0,0,"0,927349478",0,"0,405240707",0,6,0,6,18-35
7146,24,2557,0,0,0,"0,013260424",0,"0,014464425",0,6,0,6,18-35
7827,24,3200,0,0,0,"0,002713898",0,"0,354576695",0,8,0,6,18-35
4291,24,1500,0,0,0,"0,870061875",1,"0,585609594",5,6,0,6,18-35
17870,24,2600,0,0,0,"0,142239438",0,"0,158400615",0,6,0,6,18-35
16088,24,4824,0,0,0,"0,220444889",0,"0,01388601",0,6,0,6,18-35
4580,24,3731,0,0,0,"0,211378243",0,"0,131028939",0,7,0,7,18-35
28765,24,3240,0,0,0,"0,211770052",1,"0,067880284",0,7,0,7,18-35
24116,24,4100,1,0,0,"0,146219538",0,"0,111192392",0,7,0,7,18-35
30205,24,1892,1,0,0,"0,262626263",0,"0,357105124",0,7,0,7,18-35
6325,24,3500,0,0,0,"0,370848936",0,"0,681233933",0,9,0,8,18-35
19920,24,5400,0,0,0,"0,991008991",1,250,1,8,0,8,18-35
8966,24,750,0,0,0,"0,664762993",3,"0,446071904",0,8,0,8,18-35
9801,24,3500,0,0,0,"0,049944068",0,"0,019137389",0,8,0,8,18-35
22178,24,5400,0,0,0,"0,688538933",0,176,0,9,0,9,18-35
1680,24,4400,1,0,0,"0,476190476",0,"0,164053624",0,11,0,11,18-35
15387,24,3000,0,0,0,"0,037425898",0,"0,087637454",0,11,0,11,18-35
22169,25,1800,0,0,0,"0,9999999",0,"0,001110494",0,0,0,0,18-35
6359,25,1916,0,1,98,"0,9999999",98,"0,020344288",98,0,0,0,18-35
9518,25,5400,0,0,1,"0,9999999",0,17,0,0,0,0,18-35
22882,25,3360,0,1,98,"0,9999999",98,0,98,0,0,0,18-35
35069,25,5400,1,0,0,"0,9999999",0,0,0,0,0,0,18-35
23007,25,1649,0,0,1,"0,9999999",0,"0,015151515",0,0,0,0,18-35
8394,25,5400,1,1,98,"0,9999999",98,0,98,0,0,0,18-35
29278,25,1250,0,0,1,"0,9999999",0,0,0,0,0,0,18-35
4955,25,750,0,0,0,"0,9999999",0,"0,093209055",0,0,0,0,18-35
33591,25,1200,0,0,2,"0,9999999",0,0,0,0,0,0,18-35
21362,25,5400,0,1,98,"0,9999999",98,22,98,0,0,0,18-35
3833,25,2640,1,0,0,"0,9999999",0,0,0,0,0,0,18-35
24667,25,0,0,0,98,"0,9999999",98,0,98,0,0,0,18-35
12253,25,5400,1,0,0,"0,9999999",0,875,1,0,0,0,18-35
13935,25,1872,0,0,0,"0,9999999",1,"0,02082221",0,0,0,0,18-35
2652,25,2500,0,0,0,"0,9999999",1,"0,158736505",0,1,0,1,18-35
3012,25,3000,0,0,0,"0,403193613",0,"0,001999334",0,1,0,1,18-35
23117,25,5400,1,0,0,"0,9999999",0,0,0,1,0,1,18-35
20677,25,2000,0,0,0,0,0,0,0,1,0,1,18-35
6061,25,3300,0,0,0,"0,796407186",0,"0,003332324",0,1,0,1,18-35
21895,25,3750,0,0,0,"0,9999999",0,"0,090109304",1,1,0,1,18-35
16845,25,1500,1,0,0,"0,101898102",0,"0,001998668",0,1,0,1,18-35
2925,25,820,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
13544,25,5400,0,0,0,"0,9999999",0,170,0,1,0,1,18-35
32614,25,2745,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
8470,25,5400,1,0,0,0,0,0,0,1,0,1,18-35
33291,25,2211,0,0,0,"0,221556886",0,"0,001356239",0,1,0,1,18-35
9060,25,3375,2,1,5,"1,596537949",0,"0,293246445",0,1,0,1,18-35
19945,25,0,0,0,0,"0,058941059",0,1,0,1,0,1,18-35
30760,25,2000,1,0,1,"0,9999999",0,"0,046976512",1,1,0,1,18-35
18797,25,1600,1,0,0,"0,9999999",0,"0,08119925",0,1,0,1,18-35
24175,25,3435,0,0,0,"0,9999999",0,"0,075960419",0,1,0,1,18-35
